config,wl0,wl1,wl2,wl3,wl4,wl5,wl6,wl7,ipc0,ipc1,ipc2,ipc3,ipc4,ipc5,ipc6,ipc7,nrh
ABACuS,520.omnetpp,520.omnetpp,520.omnetpp,520.omnetpp,520.omnetpp,520.omnetpp,520.omnetpp,520.omnetpp,0.48883553411979147,0.4886347084973419,0.48865152760383684,0.4885309923866158,0.48867596082734405,0.48852719290867996,0.48855093584179093,0.48862536823296376,500
ABACuS,519.lbm,519.lbm,519.lbm,519.lbm,519.lbm,519.lbm,519.lbm,519.lbm,0.16287483836138167,0.16288644687355916,0.16289240723891513,0.1628896042421144,0.16295798837462924,0.1629139800630824,0.16286576621789287,0.16283946165534519,500
ABACuS,h264_encode,h264_encode,h264_encode,h264_encode,h264_encode,h264_encode,h264_encode,h264_encode,2.4267368155388813,2.4269462482857267,2.425536278794633,2.425692311991381,2.4263060490042,2.4226886145457835,2.4218688166661773,2.419774552508672,500
ABACuS,bfs_cm2003,bfs_cm2003,bfs_cm2003,bfs_cm2003,bfs_cm2003,bfs_cm2003,bfs_cm2003,bfs_cm2003,0.03516653839390455,0.03522315001126493,0.03526995537076695,0.0347383999433236,0.03359043844568749,0.030013508287723686,0.009475073104642287,0.0027954679874776112,500
ABACuS,435.gromacs,435.gromacs,435.gromacs,435.gromacs,435.gromacs,435.gromacs,435.gromacs,435.gromacs,3.2754564545096745,3.275405387098545,3.275413969745394,3.2754397179558166,3.2754311351740295,3.2754225524372225,3.275465037424153,3.275448300782583,500
ABACuS,ycsb_cserver,ycsb_cserver,ycsb_cserver,ycsb_cserver,ycsb_cserver,ycsb_cserver,ycsb_cserver,ycsb_cserver,1.6314960708027528,1.6315114027963453,1.6315009684916049,1.6315303552422409,1.6314987325865247,1.6314974549292303,1.6315069309351138,1.6315155552608676,500
ABACuS,508.namd,508.namd,508.namd,508.namd,508.namd,508.namd,508.namd,508.namd,2.782813433286055,2.782802281897871,2.7828487466049245,2.782789581814626,2.7827908208420347,2.7828481270652907,2.782842860989541,2.782835116796703,500
ABACuS,jp2_decode,jp2_decode,jp2_decode,jp2_decode,jp2_decode,jp2_decode,jp2_decode,jp2_decode,0.5680403374077806,0.565728408364308,0.5656968277283224,0.5633767014708774,0.5653410436806234,0.5618394425581871,0.5633911368883839,0.5619653068694729,500
ABACuS,483.xalancbmk,483.xalancbmk,483.xalancbmk,483.xalancbmk,483.xalancbmk,483.xalancbmk,483.xalancbmk,483.xalancbmk,0.4919757089158416,0.49527858846077755,0.4926995621930814,0.49156731992817454,0.4926407550503855,0.4922338396627812,0.49152067847155156,0.4914669831399499,500
ABACuS,jp2_encode,jp2_encode,jp2_encode,jp2_encode,jp2_encode,jp2_encode,jp2_encode,jp2_encode,2.8354254425446968,2.8357049278880235,2.834978187677824,2.8340654669122856,2.833124758688599,2.8313853402192626,2.8235806481269607,2.8065577804573545,500
ABACuS,541.leela,541.leela,541.leela,541.leela,541.leela,541.leela,541.leela,541.leela,3.4772966605572884,3.4772308835407224,3.4772129887535805,3.477252164067884,3.4772768304593873,3.477275379485494,3.47726619001229,3.477296176893673,500
ABACuS,401.bzip2,401.bzip2,401.bzip2,401.bzip2,401.bzip2,401.bzip2,401.bzip2,401.bzip2,2.4200165180647457,2.4199509272671165,2.4200230773400655,2.4199944979005097,2.4199633423952895,2.4199581889303947,2.4199942636455973,2.419997074707536,500
ABACuS,ycsb_bserver,ycsb_bserver,ycsb_bserver,ycsb_bserver,ycsb_bserver,ycsb_bserver,ycsb_bserver,ycsb_bserver,1.5994362818813235,1.599454803437881,1.5994566453840833,1.5994393517229193,1.5994654458522726,1.599452040526532,1.5994907221540662,1.5994382261129658,500
ABACuS,531.deepsjeng,531.deepsjeng,531.deepsjeng,531.deepsjeng,531.deepsjeng,531.deepsjeng,531.deepsjeng,531.deepsjeng,3.2471471214820085,3.247121816164588,3.2471062114154488,3.2471542913936515,3.2470534937776065,3.24712055090907,3.2471391080888186,3.2471348905293413,500
ABACuS,450.soplex,450.soplex,450.soplex,450.soplex,450.soplex,450.soplex,450.soplex,450.soplex,0.27456572789971856,0.2799653053555269,0.2710131833278977,0.2863511404684409,0.27078897606813607,0.27254856114909876,0.3133556057306122,0.2800806475419758,500
ABACuS,grep_map0,grep_map0,grep_map0,grep_map0,grep_map0,grep_map0,grep_map0,grep_map0,0.0782210508060149,0.07829981927242875,0.07820510402170373,0.07741611323125976,0.07551441727446787,0.07084788355210613,0.057544004487180195,0.05142533608730133,500
ABACuS,511.povray,511.povray,511.povray,511.povray,511.povray,511.povray,511.povray,511.povray,3.0646554027913373,3.0650292544782225,3.064129910283502,3.065071341987542,3.065166043109721,3.0641588283441066,3.064995810763726,3.063557294893614,500
ABACuS,456.hmmer,456.hmmer,456.hmmer,456.hmmer,456.hmmer,456.hmmer,456.hmmer,456.hmmer,2.926810650921518,2.926729788033351,2.9182036845473176,2.918207772191161,2.9268188745163872,2.9268397763613434,2.926831895302774,2.9182016407296905,500
ABACuS,436.cactusADM,436.cactusADM,436.cactusADM,436.cactusADM,436.cactusADM,436.cactusADM,436.cactusADM,436.cactusADM,1.0249872204593353,1.0234352340504271,1.028636033967866,1.028680391100993,1.0253435393021562,1.0249661248695732,1.0253297460463284,1.027188234503787,500
ABACuS,tpch6,tpch6,tpch6,tpch6,tpch6,tpch6,tpch6,tpch6,2.6594612995191693,2.659478840016178,2.6685373469273608,2.6594443250649435,2.6594963807445655,2.6594675235400107,2.6594901565886526,2.6594709184727487,500
ABACuS,gups,gups,gups,gups,gups,gups,gups,gups,0.06656430319369136,0.06656983950371173,0.06654026730721202,0.06654614556353391,0.06654999830829904,0.06654291742420011,0.06654468050741011,0.06654491980790164,500
ABACuS,wc_8443,wc_8443,wc_8443,wc_8443,wc_8443,wc_8443,wc_8443,wc_8443,0.7329825493860186,0.8098305918624206,0.718283825716417,0.6945662636496857,0.6811254710221026,0.6630797412270306,0.6039791693865862,0.063498560261584,500
ABACuS,447.dealII,447.dealII,447.dealII,447.dealII,447.dealII,447.dealII,447.dealII,447.dealII,3.5793061128535175,3.579275365680247,3.5793158495685136,3.5793260987994224,3.579264604294402,3.5792958637370655,3.579336348089028,3.579285614679309,500
ABACuS,458.sjeng,458.sjeng,458.sjeng,458.sjeng,458.sjeng,458.sjeng,458.sjeng,458.sjeng,3.3970552965867067,3.397028985625404,3.3970483726100067,3.3970857624195077,3.397077453501823,3.3970959178185427,3.397043295045032,3.3970714526421064,500
ABACuS,ycsb_dserver,ycsb_dserver,ycsb_dserver,ycsb_dserver,ycsb_dserver,ycsb_dserver,ycsb_dserver,ycsb_dserver,1.8587891282546654,1.858825753004736,1.8587379942254214,1.858806403900341,1.8588375008717948,1.858752090352601,1.858812208589363,1.8588258912140736,500
ABACuS,525.x264,525.x264,525.x264,525.x264,525.x264,525.x264,525.x264,525.x264,3.3158644750482527,3.315810380741243,3.31582797219214,3.3158270926151623,3.3158504015627472,3.315829291558482,3.315846443416473,3.315855239309915,500
ABACuS,403.gcc,403.gcc,403.gcc,403.gcc,403.gcc,403.gcc,403.gcc,403.gcc,3.6838795200464935,3.6842285984265986,3.6839609476562196,3.684072237877892,3.6840391215482398,3.6838578066251677,3.6840602942149494,3.683685736813031,500
ABACuS,h264_decode,h264_decode,h264_decode,h264_decode,h264_decode,h264_decode,h264_decode,h264_decode,0.03704640390468386,0.03706343641680161,0.037121244352576195,0.03690420922029525,0.03588153508532669,0.033979062881611635,0.023550755620577412,0.0057469580852593455,500
ABACuS,470.lbm,470.lbm,470.lbm,470.lbm,470.lbm,470.lbm,470.lbm,470.lbm,0.16639654738612256,0.16637592584542463,0.16626463655860613,0.16634167274224082,0.16629388787546806,0.1661544523670875,0.1652907249635329,0.1651714881082937,500
ABACuS,434.zeusmp,434.zeusmp,434.zeusmp,434.zeusmp,434.zeusmp,434.zeusmp,434.zeusmp,434.zeusmp,0.17278894770010308,0.17269200826561976,0.17274205065266784,0.1732037719236658,0.1727733523227373,0.1731694328520978,0.17285176729558413,0.17267951949340415,500
ABACuS,500.perlbench,500.perlbench,500.perlbench,500.perlbench,500.perlbench,500.perlbench,500.perlbench,500.perlbench,1.9531674203549108,1.9531860370636582,1.9531806961682892,1.9531748975149599,1.9531790176072057,1.9531851214795206,1.9531907675953777,1.9531945825570036,500
ABACuS,bfs_dblp,bfs_dblp,bfs_dblp,bfs_dblp,bfs_dblp,bfs_dblp,bfs_dblp,bfs_dblp,0.035181899935854105,0.03523300587401855,0.03527755393072285,0.03475075476380548,0.0336064201339386,0.030061817739155183,0.00937592603560273,0.0027877989084582793,500
ABACuS,549.fotonik3d,549.fotonik3d,549.fotonik3d,549.fotonik3d,549.fotonik3d,549.fotonik3d,549.fotonik3d,549.fotonik3d,0.2348838788595978,0.234865757872719,0.23481906266034913,0.23480992301099207,0.2349479094640448,0.23487847890141586,0.23486983771950407,0.23485698304166303,500
ABACuS,526.blender,526.blender,526.blender,526.blender,526.blender,526.blender,526.blender,526.blender,3.1068443781650976,3.1070092513064664,3.10706717342518,3.1069049969347273,3.106923144415007,3.186713089003367,3.213460956577916,3.1070586780459584,500
ABACuS,507.cactuBSSN,507.cactuBSSN,507.cactuBSSN,507.cactuBSSN,507.cactuBSSN,507.cactuBSSN,507.cactuBSSN,507.cactuBSSN,1.4889168897907887,1.49139397074756,1.4924453609783563,1.4929008682174005,1.4906362405152307,1.4942809385638347,1.4914506469435642,1.492888387304931,500
ABACuS,tpcc64,tpcc64,tpcc64,tpcc64,tpcc64,tpcc64,tpcc64,tpcc64,1.3373030192771695,1.3298982239528394,1.3281955188808305,1.3308693440847703,1.3367787290057564,1.3252354028898508,1.3367715811344956,1.3260395500312865,500
ABACuS,459.GemsFDTD,459.GemsFDTD,459.GemsFDTD,459.GemsFDTD,459.GemsFDTD,459.GemsFDTD,459.GemsFDTD,459.GemsFDTD,0.4894167254798746,0.48543059674488104,0.48795657779812796,0.48692248899039037,0.48734614506567586,0.4880280949575395,0.48750017379381194,0.48822882261588396,500
ABACuS,471.omnetpp,471.omnetpp,471.omnetpp,471.omnetpp,471.omnetpp,471.omnetpp,471.omnetpp,471.omnetpp,0.6783689286625335,0.6779272920809876,0.6521816598273681,0.6351951682888619,0.63702212033832,0.6347171063318211,0.6346015532304544,0.6344424546355246,500
ABACuS,557.xz,557.xz,557.xz,557.xz,557.xz,557.xz,557.xz,557.xz,1.536716112658994,1.5409522863232348,1.535686434943869,1.5378252100484697,1.5363875570798706,1.5357470936600552,1.539217791683003,1.5357313389138534,500
ABACuS,544.nab,544.nab,544.nab,544.nab,544.nab,544.nab,544.nab,544.nab,2.7813607885536102,2.78136171687006,2.7813762605753487,2.7813969933543525,2.78137780778699,2.7814192737002235,2.7813966839076176,2.7814065862372885,500
ABACuS,433.milc,433.milc,433.milc,433.milc,433.milc,433.milc,433.milc,433.milc,0.272132927486622,0.2718498058095282,0.2719459896989687,0.27190053295549743,0.2717386430774336,0.27193808861679125,0.27175652285224516,0.27181846006144184,500
ABACuS,481.wrf,481.wrf,481.wrf,481.wrf,481.wrf,481.wrf,481.wrf,481.wrf,3.638692399499316,3.6387347682562603,3.638777137999895,3.6387453605996654,3.6387559530047393,3.6387241759745232,3.638644735827115,3.638766545471482,500
ABACuS,ycsb_eserver,ycsb_eserver,ycsb_eserver,ycsb_eserver,ycsb_eserver,ycsb_eserver,ycsb_eserver,ycsb_eserver,1.6264334734061212,1.626455588296468,1.6264619371799245,1.6264554824821635,1.6264643709317246,1.6264622546253984,1.6264694500893777,1.6264738943783468,500
ABACuS,482.sphinx3,482.sphinx3,482.sphinx3,482.sphinx3,482.sphinx3,482.sphinx3,482.sphinx3,482.sphinx3,0.5165694293591822,0.5194112934226283,0.5193701270227674,0.518094856619528,0.513870378992354,0.5153563514980162,0.5152726716832378,0.5116198171966021,500
ABACuS,502.gcc,502.gcc,502.gcc,502.gcc,502.gcc,502.gcc,502.gcc,502.gcc,2.7042700098943833,2.703978103401637,2.70412346378746,2.7042741052233055,2.703990386773377,2.704309501083022,2.704264744489709,2.7040193408768984,1000
ABACuS,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,0.294526064620126,0.29455094536067006,0.2943951612551851,0.29447002721515547,0.294347431978781,0.2933586350853501,0.2936374151572862,0.2938136881568462,1000
ABACuS,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,2.1947182087166484,2.17162528345139,2.209952174866974,2.171652447699877,2.139538657270041,2.166111463417107,2.1378685792324026,2.139028465249643,1000
ABACuS,523.xalancbmk,523.xalancbmk,523.xalancbmk,523.xalancbmk,523.xalancbmk,523.xalancbmk,523.xalancbmk,523.xalancbmk,2.2238593780772655,2.2236884729860096,2.2235007845844867,2.2235553671957096,2.223361966974537,2.223267058928049,2.223343775637933,2.223267058928049,1000
ABACuS,464.h264ref,464.h264ref,464.h264ref,464.h264ref,464.h264ref,464.h264ref,464.h264ref,464.h264ref,2.827424525012472,2.827356095208615,2.827467695050597,2.827500952867821,2.8274485082042378,2.8275546786868655,2.8275361302566724,2.827572907553635,1000
ABACuS,ycsb_abgsave,ycsb_abgsave,ycsb_abgsave,ycsb_abgsave,ycsb_abgsave,ycsb_abgsave,ycsb_abgsave,ycsb_abgsave,2.0329262493388924,2.032941954058927,2.032895005933207,2.0265929527256663,2.0266798622441375,2.032919967518818,2.0329574937049473,2.032989730962271,1000
ABACuS,505.mcf,505.mcf,505.mcf,505.mcf,505.mcf,505.mcf,505.mcf,505.mcf,0.767816168347319,0.7524694089581543,0.7524758411611389,0.7681451083874256,0.765183560343401,0.8006533074779962,0.7387053503217047,0.752293517246028,1000
ABACuS,bfs_ny,bfs_ny,bfs_ny,bfs_ny,bfs_ny,bfs_ny,bfs_ny,bfs_ny,0.03552517995411349,0.03557799510622969,0.03562552933925577,0.035103523569676075,0.033961714391526565,0.03034376852255697,0.009331113408203967,0.002819794004929854,1000
ABACuS,444.namd,444.namd,444.namd,444.namd,444.namd,444.namd,444.namd,444.namd,3.6559579757867366,3.6559045124536924,3.6558617429130753,3.655813628376016,3.6559152049952086,3.6559258975992703,3.6558243203859146,3.6567440672618576,1000
ABACuS,tpch17,tpch17,tpch17,tpch17,tpch17,tpch17,tpch17,tpch17,0.6511543808116994,0.6407319722050471,0.639656235434228,0.640344987142513,0.6510385640610098,0.6398264585899838,0.6402231623316047,0.6399437586707579,1000
ABACuS,437.leslie3d,437.leslie3d,437.leslie3d,437.leslie3d,437.leslie3d,437.leslie3d,437.leslie3d,437.leslie3d,0.2122970195290245,0.21222412667437407,0.2123212952169728,0.21224487550454216,0.21229381419727789,0.2122773059282539,0.2120585589701432,0.21226746131453111,1000
ABACuS,tpch2,tpch2,tpch2,tpch2,tpch2,tpch2,tpch2,tpch2,0.647388289331085,0.6589766898593952,0.6475808361558576,0.6474766501143145,0.6488361307254273,0.647416018942046,0.648892682805787,0.6475447731234936,1000
ABACuS,429.mcf,429.mcf,429.mcf,429.mcf,429.mcf,429.mcf,429.mcf,429.mcf,0.09407480171966931,0.09397581954799217,0.09396845433882987,0.09372863713470267,0.09347519053468725,0.09301604607532728,0.09200768643989503,0.08941618143604763,1000
ABACuS,473.astar,473.astar,473.astar,473.astar,473.astar,473.astar,473.astar,473.astar,0.6950016620269746,0.6999741429551593,0.6925876362302565,0.6981856138742552,0.6980032138301575,0.6959113094996514,0.6962337458314048,0.6991127895162388,1000
ABACuS,ycsb_aserver,ycsb_aserver,ycsb_aserver,ycsb_aserver,ycsb_aserver,ycsb_aserver,ycsb_aserver,ycsb_aserver,1.491771834094684,1.4916743686786569,1.4918943292440112,1.4918145626760528,1.4918973562683708,1.4917756617636178,1.477016297102419,1.4917702318204973,1000
ABACuS,445.gobmk,445.gobmk,445.gobmk,445.gobmk,445.gobmk,445.gobmk,445.gobmk,445.gobmk,3.3628854741103553,3.362831191792755,3.3628759745782717,3.362894521333665,3.362818526170799,3.3628592374380393,3.362838429333851,3.3628691892310707,1000
ABACuS,510.parest,510.parest,510.parest,510.parest,510.parest,510.parest,510.parest,510.parest,0.4488039786867658,0.4477871977675981,0.45163754107349874,0.4486212719841471,0.4516129020603538,0.44987696674738,0.4462439618952638,0.4510934496196912,1000
ABACuS,538.imagick,538.imagick,538.imagick,538.imagick,538.imagick,538.imagick,538.imagick,538.imagick,3.924515553875514,3.9245032324563325,3.9244909111145194,3.924478589850074,3.9244662686629956,3.9244539475532836,3.9244416265209368,3.924429305565955,1000
ABACuS,520.omnetpp,520.omnetpp,520.omnetpp,520.omnetpp,520.omnetpp,520.omnetpp,520.omnetpp,520.omnetpp,0.48942100829106594,0.48930375148990546,0.48933953275630027,0.48944260553243996,0.4894302544365825,0.48938229325208177,0.48959143301160324,0.48951311165764705,1000
ABACuS,519.lbm,519.lbm,519.lbm,519.lbm,519.lbm,519.lbm,519.lbm,519.lbm,0.16505791320977625,0.16503144816171766,0.1650636978829366,0.165100066258619,0.16507130096376682,0.16507782779078364,0.16503118125543628,0.16505733999559336,1000
ABACuS,h264_encode,h264_encode,h264_encode,h264_encode,h264_encode,h264_encode,h264_encode,h264_encode,2.4267368155388813,2.4269462482857267,2.425536278794633,2.425692311991381,2.4263060490042,2.4226886145457835,2.4218688166661773,2.419774552508672,1000
ABACuS,bfs_cm2003,bfs_cm2003,bfs_cm2003,bfs_cm2003,bfs_cm2003,bfs_cm2003,bfs_cm2003,bfs_cm2003,0.03554700364793873,0.035603660208368255,0.035644371469231634,0.03510988617742853,0.03394857530648421,0.030322779474169503,0.009353376277796628,0.0028147141190051697,1000
ABACuS,435.gromacs,435.gromacs,435.gromacs,435.gromacs,435.gromacs,435.gromacs,435.gromacs,435.gromacs,3.2754564545096745,3.275405387098545,3.275413969745394,3.2754397179558166,3.2754311351740295,3.2754225524372225,3.275465037424153,3.275448300782583,1000
ABACuS,ycsb_cserver,ycsb_cserver,ycsb_cserver,ycsb_cserver,ycsb_cserver,ycsb_cserver,ycsb_cserver,ycsb_cserver,1.6314960708027528,1.6315114027963453,1.6315009684916049,1.6315303552422409,1.6314987325865247,1.6314974549292303,1.6315069309351138,1.6315155552608676,1000
ABACuS,508.namd,508.namd,508.namd,508.namd,508.namd,508.namd,508.namd,508.namd,2.782813433286055,2.782802281897871,2.7828487466049245,2.782789581814626,2.7827908208420347,2.7828481270652907,2.782842860989541,2.782835116796703,1000
ABACuS,jp2_decode,jp2_decode,jp2_decode,jp2_decode,jp2_decode,jp2_decode,jp2_decode,jp2_decode,0.5726874890645324,0.5725785840630905,0.5709754453151693,0.56518161579953,0.5653609497231744,0.5652227997492943,0.5652185060135405,0.5652439754657888,1000
ABACuS,483.xalancbmk,483.xalancbmk,483.xalancbmk,483.xalancbmk,483.xalancbmk,483.xalancbmk,483.xalancbmk,483.xalancbmk,0.5009410879654955,0.5047576538371606,0.5016438165567221,0.50010820341089,0.501429113086626,0.5012028969768023,0.5000708700437025,0.49944926728195355,1000
ABACuS,jp2_encode,jp2_encode,jp2_encode,jp2_encode,jp2_encode,jp2_encode,jp2_encode,jp2_encode,2.8354254425446968,2.8357049278880235,2.834978187677824,2.8340654669122856,2.833124758688599,2.8313853402192626,2.8235806481269607,2.8065577804573545,1000
ABACuS,541.leela,541.leela,541.leela,541.leela,541.leela,541.leela,541.leela,541.leela,3.4772966605572884,3.4772308835407224,3.4772129887535805,3.477252164067884,3.4772768304593873,3.477275379485494,3.47726619001229,3.477296176893673,1000
ABACuS,401.bzip2,401.bzip2,401.bzip2,401.bzip2,401.bzip2,401.bzip2,401.bzip2,401.bzip2,2.436243032588551,2.4361898536395605,2.4362869544532257,2.4362432699997787,2.4367091599503654,2.4362373347329678,2.4362404210681006,2.4367162850330355,1000
ABACuS,ycsb_bserver,ycsb_bserver,ycsb_bserver,ycsb_bserver,ycsb_bserver,ycsb_bserver,ycsb_bserver,ycsb_bserver,1.5994362818813235,1.599454803437881,1.5994566453840833,1.5994393517229193,1.5994654458522726,1.599452040526532,1.5994907221540662,1.5994382261129658,1000
ABACuS,531.deepsjeng,531.deepsjeng,531.deepsjeng,531.deepsjeng,531.deepsjeng,531.deepsjeng,531.deepsjeng,531.deepsjeng,3.2471471214820085,3.247121816164588,3.2471062114154488,3.2471542913936515,3.2470534937776065,3.24712055090907,3.2471391080888186,3.2471348905293413,1000
ABACuS,450.soplex,450.soplex,450.soplex,450.soplex,450.soplex,450.soplex,450.soplex,450.soplex,0.2720583998384626,0.27234716620540317,0.2940541659535853,0.2731762722018415,0.28669038949366416,0.286714641289592,0.30657566291039534,0.27903406354092264,1000
ABACuS,grep_map0,grep_map0,grep_map0,grep_map0,grep_map0,grep_map0,grep_map0,grep_map0,0.0790462627010784,0.07912925283928024,0.07903641908722313,0.07828330180191534,0.07639913074413664,0.07183711691190786,0.058307183086483694,0.05201678425161312,1000
ABACuS,511.povray,511.povray,511.povray,511.povray,511.povray,511.povray,511.povray,511.povray,3.0646554027913373,3.0650292544782225,3.064129910283502,3.065071341987542,3.065166043109721,3.0641588283441066,3.064995810763726,3.063557294893614,1000
ABACuS,456.hmmer,456.hmmer,456.hmmer,456.hmmer,456.hmmer,456.hmmer,456.hmmer,456.hmmer,2.926810650921518,2.926729788033351,2.9182036845473176,2.918207772191161,2.9268188745163872,2.9268397763613434,2.926831895302774,2.9182016407296905,1000
ABACuS,436.cactusADM,436.cactusADM,436.cactusADM,436.cactusADM,436.cactusADM,436.cactusADM,436.cactusADM,436.cactusADM,1.0412596209265195,1.0403436096810548,1.0361916029353568,1.0412576693313005,1.0388821594719853,1.0391291565633871,1.039145656007457,1.0408836185944281,1000
ABACuS,tpch6,tpch6,tpch6,tpch6,tpch6,tpch6,tpch6,tpch6,2.6594612995191693,2.659478840016178,2.6685373469273608,2.6594443250649435,2.6594963807445655,2.6594675235400107,2.6594901565886526,2.6594709184727487,1000
ABACuS,gups,gups,gups,gups,gups,gups,gups,gups,0.06654447486269287,0.06656300516994329,0.06652846540010324,0.06653332200208761,0.06655417254476446,0.06657559834952168,0.06654421307048178,0.06653649874143418,1000
ABACuS,wc_8443,wc_8443,wc_8443,wc_8443,wc_8443,wc_8443,wc_8443,wc_8443,0.7071114224035583,0.8329596676264361,0.7031482676156431,0.6987753375238611,0.6845713660446359,0.7056146377667986,0.6136696786474544,0.06408340989997786,1000
ABACuS,447.dealII,447.dealII,447.dealII,447.dealII,447.dealII,447.dealII,447.dealII,447.dealII,3.5793061128535175,3.579275365680247,3.5793158495685136,3.5793260987994224,3.579264604294402,3.5792958637370655,3.579336348089028,3.579285614679309,1000
ABACuS,458.sjeng,458.sjeng,458.sjeng,458.sjeng,458.sjeng,458.sjeng,458.sjeng,458.sjeng,3.3970552965867067,3.397028985625404,3.3970483726100067,3.3970857624195077,3.397077453501823,3.3970959178185427,3.397043295045032,3.3970714526421064,1000
ABACuS,ycsb_dserver,ycsb_dserver,ycsb_dserver,ycsb_dserver,ycsb_dserver,ycsb_dserver,ycsb_dserver,ycsb_dserver,1.8587891282546654,1.858825753004736,1.8587379942254214,1.858806403900341,1.8588375008717948,1.858752090352601,1.858812208589363,1.8588258912140736,1000
ABACuS,525.x264,525.x264,525.x264,525.x264,525.x264,525.x264,525.x264,525.x264,3.3158644750482527,3.315810380741243,3.31582797219214,3.3158270926151623,3.3158504015627472,3.315829291558482,3.315846443416473,3.315855239309915,1000
ABACuS,403.gcc,403.gcc,403.gcc,403.gcc,403.gcc,403.gcc,403.gcc,403.gcc,3.6838795200464935,3.6842285984265986,3.6839609476562196,3.684072237877892,3.6840391215482398,3.6838578066251677,3.6840602942149494,3.683685736813031,1000
ABACuS,h264_decode,h264_decode,h264_decode,h264_decode,h264_decode,h264_decode,h264_decode,h264_decode,0.03747743998653211,0.037499361610867935,0.037542827130220106,0.03730486947519341,0.03631658280293679,0.034365869774520184,0.02370420080783499,0.005188121443329259,1000
ABACuS,470.lbm,470.lbm,470.lbm,470.lbm,470.lbm,470.lbm,470.lbm,470.lbm,0.16820805689544674,0.16794417997639968,0.16802174185209479,0.16832953352977525,0.16816543437390674,0.16818776918494505,0.16766251943812185,0.16723821553238438,1000
ABACuS,434.zeusmp,434.zeusmp,434.zeusmp,434.zeusmp,434.zeusmp,434.zeusmp,434.zeusmp,434.zeusmp,0.17409205855746554,0.17483061902619948,0.17485551898293064,0.17454702498629493,0.1744411237832121,0.1750039640147889,0.17446078237105336,0.17473577120674047,1000
ABACuS,500.perlbench,500.perlbench,500.perlbench,500.perlbench,500.perlbench,500.perlbench,500.perlbench,500.perlbench,1.9531674203549108,1.9531860370636582,1.9531806961682892,1.9531748975149599,1.9531790176072057,1.9531851214795206,1.9531907675953777,1.9531945825570036,1000
ABACuS,bfs_dblp,bfs_dblp,bfs_dblp,bfs_dblp,bfs_dblp,bfs_dblp,bfs_dblp,bfs_dblp,0.03555293446049617,0.03560886901497453,0.03565233814693424,0.03511106044132547,0.033954723101643894,0.030325423992914078,0.009176694048206277,0.002806341305486723,1000
ABACuS,549.fotonik3d,549.fotonik3d,549.fotonik3d,549.fotonik3d,549.fotonik3d,549.fotonik3d,549.fotonik3d,549.fotonik3d,0.23795346542054055,0.23800863468669675,0.2379322522364347,0.2379893101865565,0.23799455959668414,0.23801255026848864,0.23793263946148038,0.23797629301110937,1000
ABACuS,526.blender,526.blender,526.blender,526.blender,526.blender,526.blender,526.blender,526.blender,3.1068443781650976,3.1070092513064664,3.10706717342518,3.1069049969347273,3.106923144415007,3.186713089003367,3.213460956577916,3.1070586780459584,1000
ABACuS,507.cactuBSSN,507.cactuBSSN,507.cactuBSSN,507.cactuBSSN,507.cactuBSSN,507.cactuBSSN,507.cactuBSSN,507.cactuBSSN,1.5169855046573881,1.5185410829141655,1.5205724018420337,1.5141692322750138,1.5160752184346014,1.516704068588998,1.515549875139908,1.5170910931278505,1000
ABACuS,tpcc64,tpcc64,tpcc64,tpcc64,tpcc64,tpcc64,tpcc64,tpcc64,1.337476729242388,1.3363589212034137,1.3367062531332394,1.3405709148340124,1.3371332163359597,1.3393407229225487,1.3394745562789612,1.3471562340193592,1000
ABACuS,459.GemsFDTD,459.GemsFDTD,459.GemsFDTD,459.GemsFDTD,459.GemsFDTD,459.GemsFDTD,459.GemsFDTD,459.GemsFDTD,0.491992032641664,0.4935645890071873,0.49236146484547016,0.49398784193171535,0.4958019457648201,0.4962153457096586,0.49360271141892614,0.49188804793303426,1000
ABACuS,471.omnetpp,471.omnetpp,471.omnetpp,471.omnetpp,471.omnetpp,471.omnetpp,471.omnetpp,471.omnetpp,0.6782260070971197,0.6783273489485736,0.6545109839509717,0.6353539503487661,0.6361980074176616,0.6353544024646871,0.6361269416248189,0.6346293420673224,1000
ABACuS,557.xz,557.xz,557.xz,557.xz,557.xz,557.xz,557.xz,557.xz,1.5508121106763737,1.5490927954916194,1.550691003418033,1.5482101173797176,1.548198228576358,1.548094209335033,1.5482919057900295,1.5490658234626342,1000
ABACuS,544.nab,544.nab,544.nab,544.nab,544.nab,544.nab,544.nab,544.nab,2.7813607885536102,2.78136171687006,2.7813762605753487,2.7813969933543525,2.78137780778699,2.7814192737002235,2.7813966839076176,2.7814065862372885,1000
ABACuS,433.milc,433.milc,433.milc,433.milc,433.milc,433.milc,433.milc,433.milc,0.27244085812985586,0.2723133771887855,0.27244232777340294,0.2723288467119527,0.27225806911114264,0.272359672343906,0.2722151874558712,0.2721927692709432,1000
ABACuS,481.wrf,481.wrf,481.wrf,481.wrf,481.wrf,481.wrf,481.wrf,481.wrf,3.638692399499316,3.6387347682562603,3.638777137999895,3.6387453605996654,3.6387559530047393,3.6387241759745232,3.638644735827115,3.638766545471482,1000
